Name        TYCHO_1       HIP      dec                     dec_error             parallax                parallax_error        ra                   ra_error              source_id             G_mean               Err_G                   RRt_1   <Vmag>   e_<Vmag>   AV      Met_ZW   <Kmag>   e_<Kmag>   <W1mag>   e_<W1mag>   LogP                   Err_[Fe/H]   Met_Harris             
  RZ_Lyr      2641-1678-1   NA       32.79842247471982       0.3287264503126559    0.39991494413800716     0.3117997504509791    280.9079163007055    0.1853700606345935    2090986686116693504   11.707919996265211   0.02138762000337023     AB      11.558   0.018      0.265   -2.13    10.464   0.036      10.37     0.0040      -0.2912392895918073    0.2          -2.070000114440918     
  Y_Oct       9521-425-1    NA       -88.64546299588655      0.14840802297023983   0.6536152890906578      0.32391167313462865   217.26406076516108   0.2492095069649704    5764934181067920256   12.115084470623456   0.017373321711110144    AB      12.302   0.018      0.383   -1.52    10.909   0.037      10.783    0.0060      -0.18936429434389648   0.2          -1.4599999809265136    
  UW_Oct      9482-15-1     NA       -80.56227583692645      0.3648877067192095    0.9549172024894435      0.48286700908160873   326.1590483903642    0.20644743413558753   6354668581338232576   11.712413783242003   0.01723750731921057     AB      11.825   0.036      0.516   -0.49    10.382   0.038      10.211    0.0040      -0.35212823539260124   0.2          -0.43000000953674317   
  TY_Pav      9058-2328-1   NA       -62.60008023790545      0.1914599906954058    0.3427714498195631      0.27995772061087715   267.1783800508959    0.13448011981888908   5909759310058062208   12.432813509621175   0.013501490209937234    AB      12.604   0.012      0.297   -2.31    11.253   0.038      11.079    0.0060      -0.14849705620792197   0.2          -2.249999942779541     
  BH_Pav      9077-2070-1   NA       -65.45084021792871      0.1946956736352629    0.4484271133910829      0.2643133261892138    278.6689369678841    0.15172689233930847   6437477681110756736   12.468747144005976   0.0156802479695296      AB      12.48    0.036      0.306   -1.6     11.285   0.04       11.249    0.0080      -0.3214816226964709    0.2          -1.5400000238418579    
  DZ_Peg      1713-1366-1   NA       16.068520531726787      0.19515546981851029   1.4064074119578591      0.8816417519827721    350.02936078483907   0.49674490230745294   2817589255885467520   11.947687801209373   0.023641658858828855    AB      11.955   0.018      0.117   -1.52    10.89    0.035      10.734    0.0090      -0.21645370579866904   0.2          -1.4599999809265136    
  RY_Psc      4664-143-1    NA       -1.7487315564537365     0.27731848453163394   -0.14899358827035214    0.6700694075115395    2.921422032711087    0.6042347655479188    2544592853854602496   12.240346422129136   0.017872982908017893    AB      12.342   0.012      0.094   -1.39    11.143   0.039      11.11     0.0070      -0.2758880478368316    0.2          -1.3299999856948852    
  X_Ret       8866-1496-1   NA       -65.05507999958256      0.24941489282993995   0.4432025079402619      0.3434075923853368    51.334117997336605   0.2163252196414026    4672142012446071040   11.71382399731003    0.015919891714033976    AB      11.728   0.012      0.136   -1.32    10.631   0.038      10.563    0.0040      -0.30794663462925953   0.2          -1.2600000524520873    
  V0796_Sgr   7937-1579-1   NA       -40.456498166070034     0.21845124015860037   1.176244282453488       0.8747658462623111    296.66641853674616   0.45142396756056336   6688967566980810752   11.903335945708712   0.02083616868015453     AB      12.141   0.036      0.201   -1.87    10.772   0.038      10.675    0.0060      -0.20377266974786035   0.2          -1.8100000047683715    
  V1645_Sgr   7953-1362-1   NA       -41.118450282434964     0.18071637994155032   0.2565697872922209      0.42276423731158735   305.1854723274281    0.22950301713863708   6680420204104678272   11.32796213633964    0.02406192605314866     AB      11.378   0.036      0.173   -1.74    10.258   0.038      10.17     0.0070      -0.25727488966621326   0.2          -1.680000009536743     
  V1646_Sgr   7442-1549-1   NA       -31.295205890592413     0.13614019656647502   0.23081004098905408     0.3810681209886987    305.7863490543101    0.19406900444784214   6796320308904070016   11.97339961962439    0.02428454687196889     AB      12.083   0.036      0.204   -1.41    10.781   0.038      10.768    0.012       -0.2640021212327764    0.2          -1.3499999666213989    
  UZ_Scl      7507-715-1    NA       -30.119412072290118     0.4479140864656303    1.1594674750283058      0.950687242800306     350.69599213227565   0.31448011580621904   2329707050101123712   12.112329226043933   0.0443727325140266      AB      12.318   0.012      0.044   -1.14    11.367   0.037      11.262    0.0090      -0.34756024821534715   0.2          -1.0799999856948852    
  AE_Scl      6999-1283-1   NA       -32.30987832259417      0.1422093332145314    0.3749970883075122      0.24811419014032454   16.85763086776459    0.16165436691198024   5027734380789950976   12.384108363229585   0.01637750240624378     AB      12.445   0.036      0.057   -1.89    11.364   0.037      11.31     0.0060      -0.2594794253884791    0.2          -1.8299999856948852    
  AV_Ser      366-711-1     NA       0.5991271864899358      0.19283320714013408   0.7780738710260979      0.3775666811111959    240.9243011035141    0.3066600404130821    4410058469479744000   11.50527142033307    0.014727075848918593    AB      11.484   0.0090     0.514   -1.2     10.014   0.037      10.011    0.015       -0.31193630420036794   0.2          -1.1400000476837158    
  HH_Tel      8389-1466-1   NA       -45.663682114196796     0.11429482796552645   0.4347135491088054      0.24340254192228752   293.3345171077175    0.16684118301487433   6660781552043047424   12.15700475854536    0.016001065124301727    AB      12.297   0.036      0.192   -1.02    11.074   0.037      10.938    0.0070      -0.31686285958228005   0.2          -0.9599999809265136    
  HY_Tel      8780-192-1    NA       -55.23394218952154      0.19660228383145117   0.40581908634175645     0.25822126265857515   302.0559087064839    0.18718914610267015   6472840586399564032   12.47260397409623    0.02771468800486323     AB      12.668   0.036      0.137   -0.17    11.587   0.036      11.513    0.014       -0.39491054485339844   0.2          -0.11000000178813935   
  YY_Tuc      8837-411-1    NA       -58.335442851631626     0.23979396571976022   0.4721887878874582      0.29130611880798946   347.7524178192599    0.19546943148031937   6492356127518044800   12.032004264347808   0.012590720788420492    AB      11.993   0.0090     0.05    -1.82    10.912   0.039      10.873    0.028       -0.19722628123047306   0.2          -1.7600000524520873    
  BK_Tuc      9345-132-1    NA       -72.54446075791272      0.1981982514822456    0.4165234983434079      0.2434778440167476    352.3891610791731    0.22998467596699337   6380659524390970752   12.783991843763033   0.01636910018237922     AB      12.789   0.036      0.076   -1.82    11.721   0.038      11.592    0.0080      -0.2595583325382418    0.2          -1.7600000524520873    
  FS_Vel      7735-975-1    NA       -43.98811610558822      0.13207516590549345   0.8609361895927354      0.29199790935186615   161.50147742456244   0.1844488323565791    5390917846133815040   11.940571193987282   0.02364130735491854     AB      12.097   0.018      0.805   -1.17    10.429   0.038      10.338    0.0060      -0.32257555537841803   0.2          -1.1099999570846557    
  UV_Vir      282-632-1     NA       0.3674050287728313      0.36799096432007855   -0.005407291843577244   0.8397524839331735    185.31961722474585   0.8113898203697313    3699778115464435456   11.808564685791868   0.019706062789847524    AB      11.919   0.012      0.075   -1.19    10.865   0.04       10.716    0.01        -0.2312139634604801    0.2          -1.130000057220459     
  AS_Vir      5538-115-1    NA       -10.260277836096474     0.34396128190727115   0.8821818554575135      0.7815380589262831    193.19117695032435   0.8636160587085637    3626569264033312896   11.874297394166721   0.020226883291204718    AB      11.982   0.012      0.112   -1.49    10.773   0.038      10.676    0.0070      -0.25688237740425424   0.2          -1.430000009536743     
  BC_Vir      306-647-1     NA       5.886303190160833       0.1913532502747833    0.5959439463415728      0.512547759281213     200.58810548287317   0.4592946196711862    3717352881121133568   12.097622769490314   0.027318892055476766    AB      12.121   0.012      0.104   -1.5     11.125   0.038      11.001    0.01        -0.24825913323140328   0.2          -1.44                  
  RW_Ari      1217-1508-1   NA       17.53298689199975       0.28755398861325615   0.5381953459833388      0.469493525140008     34.01547801948078    0.6262405273482317    80556921999940096     12.130158666190896   0.009117706499019256    C       12.359   0.018      0.257   -1.11    11.176   0.036      11.111    0.0060      -0.3235062758579529    0.2          -1.0500000143051147    
  DQ_Lyn      2482-5-1      NA       37.46955491401279       0.23435263603749973   0.9883772565983073      0.5382442724295565    125.92082228473389   0.3176541701352689    905055196743761152    11.33609358675789    0.007924647465749278    C       11.412   0.041      0.138   -1.58    10.44    0.034      10.367    0.0090      -0.17848255656624556   0.2          -1.5200000429153442    
  AO_Tuc      8470-493-1    NA       -59.48523357963277      0.18730210329293984   0.6964851824702034      0.24333301834204538   1.0265024839408183   0.23516671463873265   4918030711207756032   11.167776610105193   0.009454705116153393    C       11.107   0.018      0.031   -1.25    10.364   0.038      10.298    0.0060      -0.35016469354684426   0.2          -1.19                  
